Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
A	HLA-Aw0-0-0-1-0-0-0-0-0-0-0-0-0-0-0-0-0	1.24	0.95	1.63	0.10253	NS
A	HLA-Aw0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0	1.35	1.02	1.77	0.028144	*
A	HLA-Aw0-0-0-24-0-0-0-0-0-0-0-0-0-0-0-0-0	0.98	0.64	1.49	0.91952	NS
A	HLA-Aw0-0-0-30-0-0-0-0-0-0-0-0-0-0-0-0-0	1.34	0.98	1.83	0.057878	NS
A	HLA-Aw0-0-0-40-0-0-0-0-0-0-0-0-0-0-0-0-0	1.32	0.71	2.48	0.34383	NS
A	HLA-Aw0-0-0-41-0-0-0-0-0-0-0-0-0-0-0-0-0	0.59	0.32	1.06	0.062181	NS
A	HLA-Aw0-0-0-45-0-0-0-0-0-0-0-0-0-0-0-0-0	0.53	0.28	0.95	0.023906	*
A	HLA-Aw0-0-0-47-0-0-0-0-0-0-0-0-0-0-0-0-0	1.02	0.42	2.5	0.96206	NS
A	HLA-Aw0-0-0-49-0-0-0-0-0-0-0-0-0-0-0-0-0	4.15	1.5	14.22	0.0021295	*
A	HLA-Aw0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0	0.7	0.55	0.88	0.0020763	*
A	HLA-Aw0-0-0-52-0-0-0-0-0-0-0-0-0-0-0-0-0	0.71	0.38	1.29	0.2262	NS
A	HLA-Aw0-0-0-57-0-0-0-0-0-0-0-0-0-0-0-0-0	0.87	0.52	1.47	0.5871	NS
A	HLA-Aw0-0-0-59-0-0-0-0-0-0-0-0-0-0-0-0-0	0.62	0.22	1.63	0.29204	NS
A	HLA-Aw0-0-0-65-0-0-0-0-0-0-0-0-0-0-0-0-0	0.63	0.31	1.26	0.16225	NS
A	HLA-Aw0-0-0-67-0-0-0-0-0-0-0-0-0-0-0-0-0	1.71	0.7	4.46	0.20008	NS
A	HLA-Aw0-0-0-9-0-0-0-0-0-0-0-0-0-0-0-0-0	0.4	0.09	1.41	0.11543	NS
A	binned	2.26	0.72	8.33	0.12208	NS
C	HLA-Cw0-0-0-1-0-0-0-0-0-0-0-0-0-0-0-0-0	0.78	0.41	1.46	0.40602	NS
C	HLA-Cw0-0-0-103-0-0-0-0-0-0-0-0-0-0-0-0-0	2.58	0.94	8.15	0.043275	*
C	HLA-Cw0-0-0-12-0-0-0-0-0-0-0-0-0-0-0-0-0	0.76	0.45	1.3	0.28932	NS
C	HLA-Cw0-0-0-13-0-0-0-0-0-0-0-0-0-0-0-0-0	0.53	0.34	0.81	0.0020625	*
C	HLA-Cw0-0-0-14-0-0-0-0-0-0-0-0-0-0-0-0-0	0.9	0.57	1.43	0.6467	NS
C	HLA-Cw0-0-0-207-0-0-0-0-0-0-0-0-0-0-0-0-0	0.8	0.49	1.3	0.33518	NS
C	HLA-Cw0-0-0-22-0-0-0-0-0-0-0-0-0-0-0-0-0	0.82	0.59	1.15	0.23873	NS
C	HLA-Cw0-0-0-35-0-0-0-0-0-0-0-0-0-0-0-0-0	0.84	0.57	1.24	0.36223	NS
C	HLA-Cw0-0-0-40-0-0-0-0-0-0-0-0-0-0-0-0-0	1.03	0.75	1.43	0.82997	NS
C	HLA-Cw0-0-0-51-0-0-0-0-0-0-0-0-0-0-0-0-0	1.19	0.91	1.55	0.19451	NS
C	HLA-Cw0-0-0-53-0-0-0-0-0-0-0-0-0-0-0-0-0	1.89	1.44	2.49	2.2402e-06	*
C	HLA-Cw0-0-0-55-0-0-0-0-0-0-0-0-0-0-0-0-0	0.93	0.35	2.42	0.86095	NS
C	HLA-Cw0-0-0-78-0-0-0-0-0-0-0-0-0-0-0-0-0	0.7	0.36	1.34	0.24702	NS
C	HLA-Cw0-0-0-79-0-0-0-0-0-0-0-0-0-0-0-0-0	1.02	0.66	1.57	0.92164	NS
C	HLA-Cw0-0-0-91-0-0-0-0-0-0-0-0-0-0-0-0-0	0.51	0.14	1.64	0.20788	NS
C	HLA-Cw0-0-0-94-0-0-0-0-0-0-0-0-0-0-0-0-0	0.7	0.37	1.29	0.2162	NS
C	binned	0.87	0.24	3.05	0.80757	NS
B	HLA-Bw0-0-0-1-0-0-0-0-0-0-0-0-0-0-0	1.9	1.44	2.52	2.3406e-06	*
B	HLA-Bw0-0-0-109-0-0-0-0-0-0-0-0-0-0-0	0.89	0.56	1.39	0.57798	NS
B	HLA-Bw0-0-0-114-0-0-0-0-0-0-0-0-0-0-0	0.89	0.27	2.83	0.8244	NS
B	HLA-Bw0-0-0-122-0-0-0-0-0-0-0-0-0-0-0	0.97	0.48	1.93	0.91944	NS
B	HLA-Bw0-0-0-128-0-0-0-0-0-0-0-0-0-0-0	1.13	0.65	1.98	0.63614	NS
B	HLA-Bw0-0-0-19-0-0-0-0-0-0-0-0-0-0-0	0.52	0.25	1.04	0.046217	*
B	HLA-Bw0-0-0-23-0-0-0-0-0-0-0-0-0-0-0	0.79	0.42	1.46	0.41731	NS
B	HLA-Bw0-0-0-24-0-0-0-0-0-0-0-0-0-0-0	0.81	0.42	1.53	0.4901	NS
B	HLA-Bw0-0-0-25-0-0-0-0-0-0-0-0-0-0-0	1	0.65	1.53	0.99621	NS
B	HLA-Bw0-0-0-40-0-0-0-0-0-0-0-0-0-0-0	1.21	0.81	1.79	0.33145	NS
B	HLA-Bw0-0-0-49-0-0-0-0-0-0-0-0-0-0-0	0.67	0.36	1.23	0.17167	NS
B	HLA-Bw0-0-0-53-0-0-0-0-0-0-0-0-0-0-0	0.81	0.57	1.16	0.23701	NS
B	HLA-Bw0-0-0-63-0-0-0-0-0-0-0-0-0-0-0	1.41	0.7	2.9	0.29611	NS
B	HLA-Bw0-0-0-66-0-0-0-0-0-0-0-0-0-0-0	0.38	0.12	1.02	0.035653	*
B	HLA-Bw0-0-0-7-0-0-0-0-0-0-0-0-0-0-0	1.38	1	1.91	0.042198	*
B	HLA-Bw0-0-0-78-0-0-0-0-0-0-0-0-0-0-0	0.73	0.49	1.07	0.09504	NS
B	HLA-Bw0-0-0-79-0-0-0-0-0-0-0-0-0-0-0	1.02	0.42	2.5	0.96206	NS
B	HLA-Bw0-0-0-90-0-0-0-0-0-0-0-0-0-0-0	0.6	0.43	0.84	0.0015685	*
B	HLA-Bw0-0-0-96-0-0-0-0-0-0-0-0-0-0-0	0.86	0.35	2.1	0.71609	NS
B	binned	1.24	0.69	2.25	0.44166	NS
DRB1	HLA-DRB1w0-0-0-1110-0-0-0-0-0-0-0-0-0	0.58	0.21	1.49	0.21412	NS
DRB1	HLA-DRB1w0-0-0-1182-0-0-0-0-0-0-0-0-0	0.88	0.55	1.39	0.56687	NS
DRB1	HLA-DRB1w0-0-0-1198-0-0-0-0-0-0-0-0-0	1.02	0.61	1.71	0.93531	NS
DRB1	HLA-DRB1w0-0-0-1210-0-0-0-0-0-0-0-0-0	1.37	0.6	3.19	0.41572	NS
DRB1	HLA-DRB1w0-0-0-133-0-0-0-0-0-0-0-0-0	1.64	1.2	2.24	0.0012353	*
