Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
A	HLA-Aw0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-0	1.15	0.79	1.68	0.44059	NS
A	HLA-Aw0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0	0.9	0.42	2.05	0.76717	NS
A	HLA-Aw0-0-0-0-0-0-0-16-0-0-0-0-0-0-0-0-0	1.07	0.59	2.01	0.81432	NS
A	HLA-Aw0-0-0-0-0-0-0-21-0-0-0-0-0-0-0-0-0	0.91	0.44	2.01	0.7984	NS
A	HLA-Aw0-0-0-0-0-0-0-23-0-0-0-0-0-0-0-0-0	1.49	0.47	6.21	0.48008	NS
A	HLA-Aw0-0-0-0-0-0-0-26-0-0-0-0-0-0-0-0-0	Inf	0.01	Inf	0.54392	NS
A	HLA-Aw0-0-0-0-0-0-0-30-0-0-0-0-0-0-0-0-0	1.39	0.43	5.84	0.56018	NS
A	HLA-Aw0-0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-0	0.75	0.49	1.17	0.1765	NS
C	HLA-Cw0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-0-0	0.97	0.67	1.42	0.88892	NS
C	HLA-Cw0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0	1.43	0.89	2.35	0.12119	NS
C	HLA-Cw0-0-0-0-0-0-0-3-0-0-0-0-0-0-0-0-0	0.81	0.34	2.06	0.60558	NS
C	HLA-Cw0-0-0-0-0-0-0-6-0-0-0-0-0-0-0-0-0	0.71	0.39	1.35	0.24882	NS
C	HLA-Cw0-0-0-0-0-0-0-9-0-0-0-0-0-0-0-0-0	0.67	0.34	1.35	0.20897	NS
C	binned	1.28	0.64	2.75	0.46586	NS
B	HLA-Bw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0	0	0	14.34	0.098851	NS
B	HLA-Bw0-0-0-0-0-0-0-1-0-0-0-0-0-0-0	0.89	0.6	1.32	0.52986	NS
B	HLA-Bw0-0-0-0-0-0-0-13-0-0-0-0-0-0-0	1.03	0.58	1.91	0.91943	NS
B	HLA-Bw0-0-0-0-0-0-0-17-0-0-0-0-0-0-0	0.71	0.39	1.33	0.23546	NS
B	HLA-Bw0-0-0-0-0-0-0-20-0-0-0-0-0-0-0	1.59	0.51	6.57	0.40971	NS
B	HLA-Bw0-0-0-0-0-0-0-3-0-0-0-0-0-0-0	0.79	0.49	1.28	0.29309	NS
B	HLA-Bw0-0-0-0-0-0-0-6-0-0-0-0-0-0-0	1.65	0.6	5.67	0.31585	NS
B	HLA-Bw0-0-0-0-0-0-0-7-0-0-0-0-0-0-0	1.65	0.97	2.91	0.054532	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-1-0-0-0-0-0	0.72	0.42	1.24	0.19538	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-2-0-0-0-0-0	1.27	0.81	1.96	0.25816	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-4-0-0-0-0-0	0.96	0.48	2.04	0.90082	NS
DRB1	HLA-DRB1w0-0-0-0-0-0-0-5-0-0-0-0-0	0.98	0.23	5.81	0.97666	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-1-0-0-0-0-0	1.38	0.78	2.57	0.25045	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-2-0-0-0-0-0	0.69	0.39	1.25	0.18052	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-3-0-0-0-0-0	1.11	0.58	2.27	0.73846	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-6-0-0-0-0-0	0.56	0.28	1.12	0.067976	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-7-0-0-0-0-0	1.85	0.2	87.91	0.57047	NS
DQB1	HLA-DQB1w0-0-0-0-0-0-0-8-0-0-0-0-0	1.14	0.78	1.65	0.49173	NS
DPB1	HLA-DPB1w0-0-0-0-0-0-0-2-0-0-0	0.57	0.19	1.43	0.21118	NS
DPB1	binned	1.76	0.7	5.31	0.21118	NS
