Locus	Allele	OR	CI.lower	CI.upper	p.value	sig
A	HLA-Aw0-0-0-0-1-0-0-0-0-0-0-0-0-0-0-0-0	1.44	1.02	2.02	0.030057	*
A	HLA-Aw0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0	1.01	0.67	1.51	0.96225	NS
A	HLA-Aw0-0-0-0-13-0-0-0-0-0-0-0-0-0-0-0-0	1.09	0.63	1.85	0.73726	NS
A	HLA-Aw0-0-0-0-15-0-0-0-0-0-0-0-0-0-0-0-0	1.59	1.07	2.36	0.014996	*
A	HLA-Aw0-0-0-0-18-0-0-0-0-0-0-0-0-0-0-0-0	0.93	0.59	1.42	0.71432	NS
A	HLA-Aw0-0-0-0-19-0-0-0-0-0-0-0-0-0-0-0-0	0.55	0.22	1.2	0.11228	NS
A	HLA-Aw0-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0	1.82	0.71	4.67	0.1606	NS
A	HLA-Aw0-0-0-0-21-0-0-0-0-0-0-0-0-0-0-0-0	4.03	1.28	14.9	0.0056155	*
A	HLA-Aw0-0-0-0-22-0-0-0-0-0-0-0-0-0-0-0-0	0.54	0.25	1.06	0.060755	NS
A	HLA-Aw0-0-0-0-4-0-0-0-0-0-0-0-0-0-0-0-0	0.61	0.44	0.84	0.0014006	*
A	HLA-Aw0-0-0-0-9-0-0-0-0-0-0-0-0-0-0-0-0	0.78	0.38	1.52	0.43683	NS
A	binned	Inf	0.74	Inf	0.020217	*
C	HLA-Cw0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0	0.78	0.42	1.39	0.38192	NS
C	HLA-Cw0-0-0-0-1-0-0-0-0-0-0-0-0-0-0-0-0	0.82	0.36	1.75	0.58243	NS
C	HLA-Cw0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0	1.46	1.06	2.02	0.016631	*
C	HLA-Cw0-0-0-0-11-0-0-0-0-0-0-0-0-0-0-0-0	1.13	0.68	1.86	0.61163	NS
C	HLA-Cw0-0-0-0-16-0-0-0-0-0-0-0-0-0-0-0-0	0.5	0.2	1.14	0.083574	NS
C	HLA-Cw0-0-0-0-17-0-0-0-0-0-0-0-0-0-0-0-0	3.36	1.13	11.13	0.012231	*
C	HLA-Cw0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0	0.92	0.7	1.22	0.56002	NS
C	HLA-Cw0-0-0-0-7-0-0-0-0-0-0-0-0-0-0-0-0	0.73	0.48	1.09	0.10881	NS
C	HLA-Cw0-0-0-0-8-0-0-0-0-0-0-0-0-0-0-0-0	1.07	0.71	1.61	0.73631	NS
C	binned	0.71	0.16	2.5	0.56957	NS
B	HLA-Bw0-0-0-0-1-0-0-0-0-0-0-0-0-0-0	0.93	0.53	1.59	0.78312	NS
B	HLA-Bw0-0-0-0-18-0-0-0-0-0-0-0-0-0-0	1.08	0.68	1.68	0.73303	NS
B	HLA-Bw0-0-0-0-19-0-0-0-0-0-0-0-0-0-0	0.98	0.51	1.82	0.93727	NS
B	HLA-Bw0-0-0-0-21-0-0-0-0-0-0-0-0-0-0	1.07	0.72	1.57	0.72374	NS
B	HLA-Bw0-0-0-0-24-0-0-0-0-0-0-0-0-0-0	0.44	0.15	1.12	0.06688	NS
B	HLA-Bw0-0-0-0-25-0-0-0-0-0-0-0-0-0-0	0.27	0.1	0.6	0.00056529	*
B	HLA-Bw0-0-0-0-26-0-0-0-0-0-0-0-0-0-0	0.55	0.34	0.86	0.0059709	*
B	HLA-Bw0-0-0-0-3-0-0-0-0-0-0-0-0-0-0	2.07	1.42	3.03	6.2849e-05	*
B	HLA-Bw0-0-0-0-32-0-0-0-0-0-0-0-0-0-0	1.36	0.69	2.66	0.33091	NS
B	HLA-Bw0-0-0-0-35-0-0-0-0-0-0-0-0-0-0	0.92	0.56	1.5	0.73433	NS
B	HLA-Bw0-0-0-0-36-0-0-0-0-0-0-0-0-0-0	1.05	0.49	2.14	0.89243	NS
